,country,code,indicator,time,value
7837,Bosnia and Herzegovina,BIH,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,91263
7838,Botswana,BWA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,21738
7839,Brazil,BRA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7840,British Virgin Islands,VGB,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7841,Brunei Darussalam,BRN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,5094
7842,Bulgaria,BGR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,243464
7843,Burkina Faso,BFA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,30472
7844,Burundi,BDI,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,17953
7845,Cabo Verde,CPV,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,4567
7846,Cambodia,KHM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,94708
7847,Cameroon,CMR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,120298
7848,Canada,CAN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7849,Cayman Islands,CYM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,567
7850,Central African Republic,CAF,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,4462
7851,Chad,TCD,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7852,Channel Islands,CHI,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7853,Chile,CHL,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,661142
7854,China,CHN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,23360536
7855,Colombia,COL,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,1314972
7856,Comoros,COM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7857,"Congo, Dem. Rep.",COD,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,229443
7858,"Congo, Rep.",COG,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7859,Costa Rica,CRI,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7860,Cote d'Ivoire,CIV,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7861,Croatia,HRV,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,136646
7862,Cuba,CUB,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,681629
7863,Curacao,CUW,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7864,Cyprus,CYP,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,20587
7865,Czech Republic,CZE,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,338009
7866,Denmark,DNK,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,228893
7867,Djibouti,DJI,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,1928
7868,Dominica,DMA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7869,Dominican Republic,DOM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7870,Ecuador,ECU,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7871,"Egypt, Arab Rep.",EGY,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,2402860
7872,El Salvador,SLV,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,124956
7873,Equatorial Guinea,GNQ,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7874,Eritrea,ERI,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7875,Estonia,EST,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,68286
7876,Ethiopia,ETH,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7877,Faroe Islands,FRO,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7878,Fiji,FJI,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7879,Finland,FIN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,308966
7880,France,FRA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,2201201
7881,French Polynesia,PYF,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7882,Gabon,GAB,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7883,"Gambia, The",GMB,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7884,Georgia,GEO,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,144991
7885,Germany,DEU,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7886,Ghana,GHA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,110184
7887,Gibraltar,GIB,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7888,Greece,GRC,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,653003
7889,Greenland,GRL,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7890,Grenada,GRD,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7891,Guam,GUM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7892,Guatemala,GTM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7893,Guinea,GIN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,42711
7894,Guinea-Bissau,GNB,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,3689
7895,Guyana,GUY,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,7370
7896,Haiti,HTI,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7897,Honduras,HND,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7898,"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,155324
7899,Hungary,HUN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,438702
7900,Iceland,ISL,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,15721
7901,India,IND,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,12852684
7902,Indonesia,IDN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,3657429
7903,"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,2398811
7904,Iraq,IRQ,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7905,Ireland,IRL,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,186044
7906,Isle of Man,IMN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7907,Israel,ISR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,310014
7908,Italy,ITA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,2029023
7909,Jamaica,JAM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,47427
7910,Japan,JPN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,4084861
7911,Jordan,JOR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,220103
7912,Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,879623
7913,Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7914,Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7915,"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7916,"Korea, Rep.",KOR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,3204036
7917,Kosovo,XKX,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7918,Kuwait,KWT,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7919,Kyrgyz Republic,KGZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,233463
7920,Lao PDR,LAO,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,56716
7921,Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,131125
7922,Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,173123
7923,Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,8500
7924,Liberia,LBR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7925,Libya,LBY,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7926,Liechtenstein,LIE,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,636
7927,Lithuania,LTU,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,198868
7928,Luxembourg,LUX,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,2692
7929,"Macao SAR, China",MAC,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,23291
7931,Madagascar,MDG,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,49680
7932,Malawi,MWI,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,6298
7933,Malaysia,MYS,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,737267
7934,Maldives,MDV,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7935,Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7936,Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,8922
7937,Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7938,Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,10157
7939,Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,22221
7940,Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,2446726
7941,"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7942,Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,143750
7943,Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7944,Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,138019
7945,Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,12903
7946,Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,385953
7947,Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,43233
7948,Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7949,Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,13185
7950,Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7951,Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,202076
7952,Netherlands,NLD,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,579622
7953,New Caledonia,NCL,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7954,New Zealand,NZL,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,237784
7955,Nicaragua,NIC,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7956,Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,11208
7957,Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7958,Northern Mariana Islands,MNP,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7959,Norway,NOR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,214711
7960,Oman,OMN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,55956
7961,Pakistan,PAK,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,820347
7962,Palau,PLW,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7963,Panama,PAN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,130838
7964,Papua New Guinea,PNG,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7965,Paraguay,PRY,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7966,Peru,PER,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,951391
7967,Philippines,PHL,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,2483988
7968,Poland,POL,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,2145687
7969,Portugal,PRT,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,367312
7970,Puerto Rico,PRI,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7971,Qatar,QAT,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,10161
7972,Romania,ROU,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,834969
7973,Russian Federation,RUS,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,9167277
7974,Rwanda,RWA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,37149
7975,Samoa,WSM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7976,San Marino,SMR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7977,Sao Tome and Principe,STP,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7978,Saudi Arabia,SAU,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,636445
7979,Senegal,SEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,62539
7980,Serbia,SRB,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,235686
7981,Seychelles,SYC,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7982,Sierra Leone,SLE,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7983,Singapore,SGP,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7984,Sint Maarten (Dutch part),SXM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7985,Slovak Republic,SVK,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,197943
7986,Slovenia,SVN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,114794
7987,Solomon Islands,SLB,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7988,Somalia,SOM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7989,South Africa,ZAF,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7990,South Sudan,SSD,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7991,Spain,ESP,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,1789254
7992,Sri Lanka,LKA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7993,St. Kitts and Nevis,KNA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7994,St. Lucia,LCA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,1628
7995,St. Martin (French part),MAF,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7996,St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
7997,Sudan,SDN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,420369
7998,Suriname,SUR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
8000,Sweden,SWE,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,422614
8001,Switzerland,CHE,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,204999
8002,Syrian Arab Republic,SYR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,425636
8003,Tajikistan,TJK,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,165139
8004,Tanzania,TZA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
8005,Thailand,THA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,2338572
8006,Timor-Leste,TLS,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
8007,Togo,TGO,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,28076
8008,Tonga,TON,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
8009,Trinidad and Tobago,TTO,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
8010,Tunisia,TUN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,339363
8011,Turkey,TUR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,2342898
8012,Turkmenistan,TKM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
8013,Turks and Caicos Islands,TCA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
8014,Tuvalu,TUV,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
8015,Uganda,UGA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,92605
8016,Ukraine,UKR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,2740342
8017,United Arab Emirates,ARE,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
8018,United Kingdom,GBR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,2336111
8019,United States,USA,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,17487476
8020,Uruguay,URY,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,113368
8021,Uzbekistan,UZB,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,280837
8022,Vanuatu,VUT,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
8023,"Venezuela, RB",VEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
8024,Vietnam,VNM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,1427046
8025,Virgin Islands (U.S.),VIR,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
8026,West Bank and Gaza,PSE,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,150128
8027,"Yemen, Rep.",YEM,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,200853
8028,Zambia,ZMB,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
8029,Zimbabwe,ZWE,"Enrolment in tertiary education, all programmes, both sexes (number)",2006,NA
8030,Afghanistan,AFG,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8031,Albania,ALB,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,86863
8032,Algeria,DZA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,901562
8033,American Samoa,ASM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,1607
8034,Andorra,AND,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8035,Angola,AGO,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8036,Antigua and Barbuda,ATG,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8037,Argentina,ARG,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2208291
8038,Armenia,ARM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,135725
8039,Aruba,ABW,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2232
8040,Australia,AUS,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,1083715
8041,Austria,AUT,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,260975
8042,Azerbaijan,AZE,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,181937
8043,"Bahamas, The",BHS,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8044,Bahrain,BHR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8045,Bangladesh,BGD,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,1145401
8046,Barbados,BRB,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,11405
8047,Belarus,BLR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,556526
8048,Belgium,BEL,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,393687
8049,Belize,BLZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,5362
8050,Benin,BEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,61780
8051,Bermuda,BMU,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,1081
8052,Bhutan,BTN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,4190
8053,Bolivia,BOL,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,352554
8054,Bosnia and Herzegovina,BIH,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,99557
8055,Botswana,BWA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,22257
8056,Brazil,BRA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,5272877
8057,British Virgin Islands,VGB,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8058,Brunei Darussalam,BRN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,5284
8059,Bulgaria,BGR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,258692
8060,Burkina Faso,BFA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,33459
8061,Burundi,BDI,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,19296
8062,Cabo Verde,CPV,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,5289
8063,Cambodia,KHM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,117420
8064,Cameroon,CMR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,132134
8065,Canada,CAN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8066,Cayman Islands,CYM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,626
8067,Central African Republic,CAF,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8068,Chad,TCD,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8069,Channel Islands,CHI,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8070,Chile,CHL,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,753398
8071,China,CHN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,25346280
8072,Colombia,COL,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,1372674
8073,Comoros,COM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2598
8074,"Congo, Dem. Rep.",COD,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,237836
8075,"Congo, Rep.",COG,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8076,Costa Rica,CRI,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8077,Cote d'Ivoire,CIV,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,156772
8078,Croatia,HRV,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,139996
8079,Cuba,CUB,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,864846
8080,Curacao,CUW,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8081,Cyprus,CYP,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,22227
8082,Czech Republic,CZE,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,363277
8083,Denmark,DNK,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,232194
8084,Djibouti,DJI,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2192
8085,Dominica,DMA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8086,Dominican Republic,DOM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8087,Ecuador,ECU,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8088,"Egypt, Arab Rep.",EGY,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2484983
8089,El Salvador,SLV,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,132246
8090,Equatorial Guinea,GNQ,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8091,Eritrea,ERI,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8092,Estonia,EST,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,68767
8093,Ethiopia,ETH,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8094,Faroe Islands,FRO,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8095,Fiji,FJI,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8096,Finland,FIN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,309163
8097,France,FRA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2179505
8098,French Polynesia,PYF,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8099,Gabon,GAB,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8100,"Gambia, The",GMB,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8101,Georgia,GEO,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,141303
8102,Germany,DEU,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8103,Ghana,GHA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,140017
8104,Gibraltar,GIB,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8105,Greece,GRC,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,602858
8106,Greenland,GRL,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8107,Grenada,GRD,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8108,Guam,GUM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8109,Guatemala,GTM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,233885
8110,Guinea,GIN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,68261
8111,Guinea-Bissau,GNB,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8112,Guyana,GUY,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,7532
8113,Haiti,HTI,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8114,Honduras,HND,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8115,"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,194236
8116,Hungary,HUN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,431572
8117,Iceland,ISL,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,15821
8118,India,IND,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,14862962
8119,Indonesia,IDN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,3806629
8120,"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2828528
8121,Iraq,IRQ,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8122,Ireland,IRL,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,190349
8123,Isle of Man,IMN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8124,Israel,ISR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,327108
8125,Italy,ITA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,2033642
8126,Jamaica,JAM,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8127,Japan,JPN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,4032625
8128,Jordan,JOR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,231657
8129,Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8130,Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8131,Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8132,"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8133,"Korea, Rep.",KOR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,3208591
8134,Kosovo,XKX,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8135,Kuwait,KWT,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8136,Kyrgyz Republic,KGZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,239380
8137,Lao PDR,LAO,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,75003
8138,Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,129497
8139,Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,187055
8140,Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8141,Liberia,LBR,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8142,Libya,LBY,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,NA
8143,Liechtenstein,LIE,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,673
8144,Lithuania,LTU,"Enrolment in tertiary education, all programmes, both sexes (number)",2007,199855
